country,country_iso3,category,available_weight,total_category_weight,coverage_ratio,variable_count,has_primary_source,category_score,reason
Afghanistan,AFG,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,11.06,ok
Albania,ALB,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,53.2,ok
Algeria,DZA,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,44.34,ok
Andorra,AND,calidad_de_vida_y_bienestar,0.3,1.0,0.3,1,True,38.53,ok
Angola,AGO,calidad_de_vida_y_bienestar,0.25,1.0,0.25,1,False,-1.0,insufficient_coverage
Antigua and Barbuda,ATG,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Argentina,ARG,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,58.76,ok
Armenia,ARM,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,55.53,ok
Aruba,ABW,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Australia,AUS,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,74.43,ok
Austria,AUT,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,74.66,ok
Azerbaijan,AZE,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,47.78,ok
Bahamas,BHS,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Bahrain,BHR,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,57.86,ok
Bangladesh,BGD,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,32.12,ok
Barbados,BRB,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Belarus,BLR,calidad_de_vida_y_bienestar,0.55,1.0,0.55,2,True,55.37,ok
Belgium,BEL,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,73.15,ok
Belize,BLZ,calidad_de_vida_y_bienestar,0.3,1.0,0.3,1,True,30.88,ok
Benin,BEN,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,36.78,ok
Bhutan,BTN,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Bolivia,BOL,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,44.15,ok
Bosnia and Herzegovina,BIH,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,53.91,ok
Bosnia-Herzegovina,BIH,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Botswana,BWA,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,37.61,ok
Brazil,BRA,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,57.43,ok
Brunei,BRN,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Bulgaria,BGR,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,58.83,ok
Burkina Faso,BFA,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,35.51,ok
Burundi,BDI,calidad_de_vida_y_bienestar,0.25,1.0,0.25,1,False,-1.0,insufficient_coverage
Cambodia,KHM,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,39.86,ok
Cameroon,CMR,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,35.4,ok
Canada,CAN,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,74.82,ok
Cape Verde,CPV,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Central African Republic,CAF,calidad_de_vida_y_bienestar,0.25,1.0,0.25,1,False,-1.0,insufficient_coverage
Chad,TCD,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,28.74,ok
Chile,CHL,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,64.97,ok
China,CHN,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,58.9,ok
Colombia,COL,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,56.66,ok
Comoros,COM,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,30.33,ok
Congo-Brazzaville,COG,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Costa Rica,CRI,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,67.22,ok
Croatia,HRV,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,63.29,ok
Cuba,CUB,calidad_de_vida_y_bienestar,0.55,1.0,0.55,2,True,44.68,ok
Cyprus,CYP,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,63.36,ok
Czechia,CZE,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,72.8,ok
Côte d'Ivoire,CIV,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Democratic Republic of the Congo,COD,calidad_de_vida_y_bienestar,0.45,1.0,0.45,1,True,32.95,ok
Denmark,DNK,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,78.64,ok
Djibouti,DJI,calidad_de_vida_y_bienestar,0.25,1.0,0.25,1,False,-1.0,insufficient_coverage
Dominica,DMA,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Dominican Republic,DOM,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,54.55,ok
East Timor,TLS,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Ecuador,ECU,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,53.57,ok
Egypt,EGY,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,36.06,ok
El Salvador,SLV,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,50.66,ok
Equatorial Guinea,GNQ,calidad_de_vida_y_bienestar,0.25,1.0,0.25,1,False,-1.0,insufficient_coverage
Eritrea,ERI,calidad_de_vida_y_bienestar,0.25,1.0,0.25,1,False,-1.0,insufficient_coverage
Estonia,EST,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,72.05,ok
Eswatini,SWZ,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,27.24,ok
Ethiopia,ETH,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,28.76,ok
Fiji,FJI,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Finland,FIN,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,78.78,ok
France,FRA,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,69.77,ok
Gabon,GAB,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,40.25,ok
Gambia,GMB,calidad_de_vida_y_bienestar,0.45,1.0,0.45,1,True,44.85,ok
Georgia,GEO,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,52.98,ok
Germany,DEU,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,73.83,ok
Ghana,GHA,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,41.19,ok
Greece,GRC,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,62.26,ok
Grenada,GRD,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Guatemala,GTM,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,52.2,ok
Guinea,GIN,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,38.11,ok
Guinea-Bissau,GNB,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Guyana,GUY,calidad_de_vida_y_bienestar,0.25,1.0,0.25,1,False,-1.0,insufficient_coverage
Haiti,HTI,calidad_de_vida_y_bienestar,0.25,1.0,0.25,1,False,-1.0,insufficient_coverage
Honduras,HND,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,51.19,ok
Hong Kong,HKG,calidad_de_vida_y_bienestar,0.55,1.0,0.55,2,True,74.31,ok
Hungary,HUN,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,64.37,ok
Iceland,ISL,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,76.48,ok
India,IND,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,42.02,ok
Indonesia,IDN,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,53.74,ok
Iran,IRN,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,41.9,ok
Iraq,IRQ,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,38.3,ok
Ireland,IRL,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,74.03,ok
Israel,ISR,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,68.8,ok
Italy,ITA,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,67.07,ok
Ivory Coast,CIV,calidad_de_vida_y_bienestar,0.45,1.0,0.45,1,True,50.8,ok
Jamaica,JAM,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,52.47,ok
Japan,JPN,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,68.37,ok
Jordan,JOR,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,42.05,ok
Kazakhstan,KAZ,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,56.2,ok
Kenya,KEN,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,41.38,ok
Kiribati,KIR,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Kosovo,XKX,calidad_de_vida_y_bienestar,0.45,1.0,0.45,1,True,65.61,ok
Kuwait,KWT,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,63.77,ok
Kyrgyzstan,KGZ,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,50.62,ok
Laos,LAO,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,43.12,ok
Latvia,LVA,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,67.88,ok
Lebanon,LBN,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,30.61,ok
Lesotho,LSO,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,25.81,ok
Liberia,LBR,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,33.53,ok
Libya,LBY,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,41.98,ok
Liechtenstein,LIE,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Lithuania,LTU,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,70.5,ok
Luxembourg,LUX,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,74.09,ok
Macao,MAC,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Madagascar,MDG,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,32.92,ok
Malawi,MWI,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,30.49,ok
Malaysia,MYS,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,61.34,ok
Maldives,MDV,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Mali,MLI,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,31.54,ok
Malta,MLT,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,64.49,ok
Marshall Islands,MHL,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Mauritania,MRT,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,31.05,ok
Mauritius,MUS,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,60.81,ok
Mexico,MEX,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,60.54,ok
Micronesia,FSM,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Moldova,MDA,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,54.44,ok
Monaco,MCO,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Mongolia,MNG,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,51.74,ok
Montenegro,MNE,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,59.52,ok
Morocco,MAR,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,43.67,ok
Morocco / Western Sahara,MAR,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Mozambique,MOZ,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,37.7,ok
Myanmar,MMR,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,33.61,ok
Namibia,NAM,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,46.38,ok
Nauru,NRU,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Nepal,NPL,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,46.61,ok
Netherlands,NLD,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,77.12,ok
New Zealand,NZL,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,75.06,ok
Nicaragua,NIC,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,46.15,ok
Niger,NER,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,33.79,ok
Nigeria,NGA,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,36.39,ok
North Korea,PRK,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
North Macedonia,MKD,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,54.5,ok
Northern Cyprus,CTU,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Norway,NOR,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,75.91,ok
OECS,CSS,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Oman,OMN,calidad_de_vida_y_bienestar,0.25,1.0,0.25,1,False,-1.0,insufficient_coverage
Pakistan,PAK,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,35.74,ok
Palau,PLW,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Palestinian Territories,PSE,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Panama,PAN,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,58.01,ok
Papua New Guinea,PNG,calidad_de_vida_y_bienestar,0.25,1.0,0.25,1,False,-1.0,insufficient_coverage
Paraguay,PRY,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,54.93,ok
Peru,PER,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,55.45,ok
Philippines,PHL,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,54.92,ok
Poland,POL,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,67.75,ok
Portugal,PRT,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,68.88,ok
Puerto Rico,PRI,calidad_de_vida_y_bienestar,0.3,1.0,0.3,1,True,43.17,ok
Qatar,QAT,calidad_de_vida_y_bienestar,0.55,1.0,0.55,2,True,59.45,ok
Republic of the Congo,COG,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,36.51,ok
Romania,ROU,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,65.23,ok
Russia,RUS,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,56.08,ok
Rwanda,RWA,calidad_de_vida_y_bienestar,0.25,1.0,0.25,1,False,-1.0,insufficient_coverage
Saint Kitts and Nevis,KNA,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Saint Lucia,LCA,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Saint Vincent and the Grenadines,VCT,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Samoa,WSM,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
San Marino,SMR,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Sao Tome and Principe,STP,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Saudi Arabia,SAU,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,56.62,ok
Senegal,SEN,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,45.83,ok
Serbia,SRB,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,59.75,ok
Seychelles,SYC,calidad_de_vida_y_bienestar,0.25,1.0,0.25,1,False,-1.0,insufficient_coverage
Sierra Leone,SLE,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,25.46,ok
Singapore,SGP,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,72.87,ok
Slovakia,SVK,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,66.68,ok
Slovenia,SVN,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,71.81,ok
Solomon Islands,SLB,calidad_de_vida_y_bienestar,0.0,1.0,0.0,0,False,-1.0,no_data
Somalia,SOM,calidad_de_vida_y_bienestar,0.25,1.0,0.25,1,False,-1.0,insufficient_coverage
South Africa,ZAF,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,50.34,ok
South Korea,KOR,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,68.03,ok
South Sudan,SSD,calidad_de_vida_y_bienestar,0.25,1.0,0.25,1,False,-1.0,insufficient_coverage
Spain,ESP,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,71.66,ok
Sri Lanka,LKA,calidad_de_vida_y_bienestar,0.7,1.0,0.7,2,True,41.06,ok
Sudan,SDN,calidad_de_vida_y_bienestar,0.25,1.0,0.25,1,False,-1.0,insufficient_coverage
Suriname,SUR,calidad_de_vida_y_bienestar,0.25,1.0,0.25,1,False,-1.0,insufficient_coverage
Sweden,SWE,calidad_de_vida_y_bienestar,1.0,1.0,1.0,3,True,76.48,ok
